Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Characterization of genetic variants of <i>GIPR</i> reveals a contribution of β-arrestin to metabolic phenotypes,Nature Metabolism,,,,10.1038/s42255-024-01061-4,Hüsün S. KizilkayaKimmie V. SørensenJakob S. MadsenPeter LindquistJonathan D. DourosJette Bork-JensenAlessandro BerghellaPeter A. GerlachLærke S. GasbjergJacek MokrosińskiStephanie A. MoweryPatrick J. KnerrBrian FinanJonathan E. CampbellDavid A. D’AlessioDiego Perez-TilveFelix FaasSigne MathiasenJørgen RungbyHenrik T. SørensenAllan VaagJens S. NielsenJens-Christian HolmJeannet LauenborgPeter DammOluf PedersenAllan LinnebergBolette HartmannJens J. HolstTorben HansenShane C. WrightVolker M. LauschkeNiels GrarupAlexander S. HauserMette M. Rosenkilde,2024,https://link.springer.com/article/10.1038/s42255-024-01061-4,Article
Identification of loci controlling mineral element concentration in soybean seeds,BMC Plant Biology,,,,10.1186/s12870-020-02631-w,Sidiki MalleMalcolm MorrisonFrançois Belzile,2020,https://link.springer.com/article/10.1186/s12870-020-02631-w,Article
"Effect of fermentation of chosen vegetables on the nutrient, mineral, and biocomponent profile in human and animal nutrition",Scientific Reports,,,,10.1038/s41598-022-17782-z,Piotr KiczorowskiBożena KiczorowskaWioletta SamolińskaMarek SzmigielskiAnna Winiarska-Mieczan,2022,https://link.springer.com/article/10.1038/s41598-022-17782-z,Article
Effects of soil amendments on leaf anatomical characteristics of marigolds cultivated in cadmium-spiked soils,Scientific Reports,,,,10.1038/s41598-021-95467-9,Alapha ThongchaiWeeradej MeeinkuirtPuntaree TaeprayoonIsma-ae Chelong,2021,https://link.springer.com/article/10.1038/s41598-021-95467-9,Article
A simple microscopy setup for visualizing cellular responses to DNA damage at particle accelerator facilities,Scientific Reports,,,,10.1038/s41598-021-92950-1,Haibin QianRon A. HoebeMichel R. FaasMarc Jan van GoethemEmiel R. van der GraafChristoph MeyerHarry KiewietSytze BrandenburgPrzemek M. Krawczyk,2021,https://link.springer.com/article/10.1038/s41598-021-92950-1,Article
Uptake of potentially toxic elements by edible plants in experimental mining Technosols: preliminary assessment,Environmental Geochemistry and Health,,,,10.1007/s10653-021-01091-x,María José Martínez-SánchezCarmen Pérez-SirventSalvadora Martínez-LopezMari Luz García-LorenzoInes AgudoLucia Belen Martínez-MartínezCarmen Hernández-PérezJaume Bech,2021,https://link.springer.com/article/10.1007/s10653-021-01091-x,Article
"Analytical characterization of trace elements (zinc, copper, cadmium, lead and selenium) in saliva of pigs under common pathological conditions in the field: a pilot study",BMC Veterinary Research,,,,10.1186/s12917-020-2245-6,Jorge SánchezMiguel MontillaCándido Gutiérrez-PanizoJuan SotilloPablo FuentesAna MontesAna María Gutiérrez,2020,https://link.springer.com/article/10.1186/s12917-020-2245-6,Article
The minimum description length principle for pattern mining: a survey,Data Mining and Knowledge Discovery,,,,10.1007/s10618-022-00846-z,Esther Galbrun,2022,https://link.springer.com/article/10.1007/s10618-022-00846-z,Article
Layer-by-Layer Assembly of Electroactive Dye/LDHs Nanoplatelet Matrix Film for Advanced Dual Electro-optical Sensing Applications,Nanoscale Research Letters,,,,10.1186/s11671-020-03442-6,Sepehr Lajevardi EsfahaniShohre RouhaniZahra Ranjbar,2020,https://link.springer.com/article/10.1186/s11671-020-03442-6,Article
Leachate and contact test with <i>Lepidium sativum</i> L. to assess the phytotoxicity of waste,International Journal of Environmental Science and Technology,,,,10.1007/s13762-020-02980-x,M. BożymA. KrólK. Mizerna,2020,https://link.springer.com/article/10.1007/s13762-020-02980-x,Article
Modular Test Kit – A Modular Approach for Efficient and Function-Oriented Testing,Journal of Electronic Testing,,,,10.1007/s10836-023-06063-w,Benedikt JooßDieter Schramm,2023,https://link.springer.com/article/10.1007/s10836-023-06063-w,Article
Dietary <i>Enteromorpha</i> polysaccharide<i>-</i>Zn supplementation regulates amino acid and fatty acid metabolism by improving the antioxidant activity in chicken,Journal of Animal Science and Biotechnology,,,,10.1186/s40104-021-00648-1,Teketay WassieXinyi DuanChunyan XieRuxia WangXin Wu,2022,https://link.springer.com/article/10.1186/s40104-021-00648-1,Article
Treatment of the railway freight wagon wash effluents by coagulation methods on accelator reactor,Journal of Environmental Health Science and Engineering,,,,10.1007/s40201-021-00695-w,Sławomir ŻakTerese Rauckyte-Żak,2021,https://link.springer.com/article/10.1007/s40201-021-00695-w,Article
Mindfulness for Global Public Health: Critical Analysis and Agenda,Mindfulness,,,,10.1007/s12671-023-02089-5,Doug Oman,2023,https://link.springer.com/article/10.1007/s12671-023-02089-5,Article
Remarkable metabolic reorganization and altered metabolic requirements in frog metamorphic climax,Frontiers in Zoology,,,,10.1186/s12983-020-00378-6,Wei ZhuLiming ChangTian ZhaoBin WangJianping Jiang,2020,https://link.springer.com/article/10.1186/s12983-020-00378-6,Article
Impact of Foliar Application of Various Forms of Silicon on the Chemical Composition of Sugar Beet Plants,Sugar Tech,,,,10.1007/s12355-020-00918-8,Arkadiusz ArtyszakMałgorzata KondrackaDariusz GozdowskiAlicja SiudaMagda Litwińczuk-Bis,2021,https://link.springer.com/article/10.1007/s12355-020-00918-8,Article
Real-time edge framework (RTEF): task scheduling and realisation,Journal of Intelligent Manufacturing,,,,10.1007/s10845-021-01760-9,Volkan GezerAchim Wagner,2021,https://link.springer.com/article/10.1007/s10845-021-01760-9,Article
Acclimatization of photosynthetic apparatus and antioxidant metabolism to excess soil cadmium in <i>Buddleja</i> spp.,Scientific Reports,,,,10.1038/s41598-020-78593-8,Weichang GongBruce L. DunnYaqing ChenYunmei Shen,2020,https://link.springer.com/article/10.1038/s41598-020-78593-8,Article
"Child acceptability of a novel provitamin A carotenoid, iron and zinc-rich complementary food blend prepared from pumpkin and common bean in Uganda: a randomised control trial",BMC Pediatrics,,,,10.1186/s12887-020-02326-z,Edward BuzigiKirthee PillayMuthulisi Siwela,2020,https://link.springer.com/article/10.1186/s12887-020-02326-z,Article
Intelligent and Resource-Conserving Service Function Chain (SFC) Embedding,Journal of Network and Systems Management,,,,10.1007/s10922-023-09771-y,Panteleimon RodisPanagiotis Papadimitriou,2023,https://link.springer.com/article/10.1007/s10922-023-09771-y,Article
Accurate and rapid discrimination of cigarette and household decoration material ash residues by negative chemical ionization TOFMS via acid-enhanced evaporation,Scientific Reports,,,,10.1038/s41598-020-62814-1,Shujun LiuYuanyuan XieXiming Song,2020,https://link.springer.com/article/10.1038/s41598-020-62814-1,Article
"Gender-related responses of dioecious plant <i>Populus cathayana</i> to AMF, drought and planting pattern",Scientific Reports,,,,10.1038/s41598-020-68112-0,Zhen LiNa WuTing LiuMing TangHui Chen,2020,https://link.springer.com/article/10.1038/s41598-020-68112-0,Article
Speciation of chromium in waters using dispersive micro-solid phase extraction with magnetic ferrite and graphite furnace atomic absorption spectrometry,Scientific Reports,,,,10.1038/s41598-020-62212-7,Ignacio López-GarcíaJuan José Marín-HernándezManuel Hernández-Córdoba,2020,https://link.springer.com/article/10.1038/s41598-020-62212-7,Article
Energy-efficient hierarchical routing in wireless sensor networks based on fog computing,EURASIP Journal on Wireless Communications and Networking,,,,10.1186/s13638-020-01835-w,Ademola Philip AbidoyeBoniface Kabaso,2021,https://link.springer.com/article/10.1186/s13638-020-01835-w,Article
Pricing cloud IaaS computing services,Journal of Cloud Computing,,,,10.1186/s13677-020-00161-2,Nicola Dimitri,2020,https://link.springer.com/article/10.1186/s13677-020-00161-2,Article
An Autonomous Cybersecurity Framework for Next-generation Digital Service Chains,Journal of Network and Systems Management,,,,10.1007/s10922-021-09607-7,Matteo RepettoDomenico StriccoliGiuseppe PiroAlessandro CarregaGennaro BoggiaRaffaele Bolla,2021,https://link.springer.com/article/10.1007/s10922-021-09607-7,Article
Mid and long-term ecological impacts of ski run construction on alpine ecosystems,Scientific Reports,,,,10.1038/s41598-020-67341-7,Csilla HudekElena BarniSilvia StanchiMichele D’AmicoEmanuele PintaldiMichele Freppaz,2020,https://link.springer.com/article/10.1038/s41598-020-67341-7,Article
Multiple heavy metal tolerance and removal by an earthworm gut fungus <i>Trichoderma brevicompactum</i> QYCD-6,Scientific Reports,,,,10.1038/s41598-020-63813-y,Ding ZhangCaiping YinNaeem AbbasZhenchuan MaoYinglao Zhang,2020,https://link.springer.com/article/10.1038/s41598-020-63813-y,Article
Nanoremediation of As and metals polluted soils by means of graphene oxide nanoparticles,Scientific Reports,,,,10.1038/s41598-020-58852-4,Diego BaragañoRubén ForjánLorena WelteJosé Luis R. Gallego,2020,https://link.springer.com/article/10.1038/s41598-020-58852-4,Article
Hierarchical multi-shell hollow micro–meso–macroporous silica for Cr(VI) adsorption,Scientific Reports,,,,10.1038/s41598-020-66540-6,Roozbeh SoltaniAzam MarjaniReza SoltaniSaeed Shirazian,2020,https://link.springer.com/article/10.1038/s41598-020-66540-6,Article
Energy and nitrogenous waste from glutamate/glutamine catabolism facilitates acute osmotic adjustment in non-neuroectodermal branchial cells,Scientific Reports,,,,10.1038/s41598-020-65913-1,Pei-Chen HuangTzu-Yen LiuMarian Y. HuIsabel CastiesYung-Che Tseng,2020,https://link.springer.com/article/10.1038/s41598-020-65913-1,Article
Overweight &amp; obese Australian adults and micronutrient deficiency,BMC Nutrition,,,,10.1186/s40795-020-00336-9,Jenny McKaySuleen HoMonica JaneSebely Pal,2020,https://link.springer.com/article/10.1186/s40795-020-00336-9,Article
"Evaluation of the Swat River, Northern Pakistan, water quality using multivariate statistical techniques and water quality index (WQI) model",Environmental Science and Pollution Research,,,,10.1007/s11356-020-09688-y,Shah JehanIhsan UllahSardar KhanSaid MuhammadSeema Anjum KhattakTariq Khan,2020,https://link.springer.com/article/10.1007/s11356-020-09688-y,Article
Disentangling barrier effects of transport infrastructure: synthesising research for the practice of impact assessment,European Transport Research Review,,,,10.1186/s12544-021-00517-y,Job van EldijkJorge GilLars Marcus,2022,https://link.springer.com/article/10.1186/s12544-021-00517-y,Article
The pollution indices of trace elements in soils and plants close to the copper and zinc smelting works in Poland’s Lower Silesia,Environmental Science and Pollution Research,,,,10.1007/s11356-020-08072-0,Anna HołtraDorota Zamorska-Wojdyła,2020,https://link.springer.com/article/10.1007/s11356-020-08072-0,Article
"Combined use of companion planting and PGPR for the assisted phytoextraction of trace metals (Zn, Pb, Cd)",Environmental Science and Pollution Research,,,,10.1007/s11356-020-07885-3,Agnieszka KonkolewskaAneta PiechalakLiliana CiszewskaNina Antos-KrzemińskaTomasz SkrzypczakAnetta HanćKrzysztof SitkoEugeniusz MałkowskiDanuta BarałkiewiczArleta Małecka,2020,https://link.springer.com/article/10.1007/s11356-020-07885-3,Article
